,Name,Gender,Matches,Wins,Win Rate %,Age
15,HSIEH Hsin-Jung (TPE),Female,105,71,67.62,16
16,ALMUGHANNE Fahed (QAT),Male,179,70,39.11,31
17,BARDON Michal (SVK),Male,124,70,56.45,46
18,COGILL Theo (RSA),Male,159,70,44.03,38
19,KOSTROMINA Tatyana (1973) (AIN),Female,128,70,54.69,52
20,LEE Jungsam (KOR),Male,117,70,59.83,40
21,NTOULAKI Ekaterina (GRE),Female,122,70,57.38,42
22,RAMIRIOS Estefania (ESA),Female,138,70,50.72,34
23,TAN Paey Fern (SGP),Female,124,70,56.45,50
24,PEREI Gergely (HUN),Male,117,70,59.83,32
0,BACA Emir (ARG),Male,117,70,59.83,32
1,ALDMAISY Zeyad (JOR),Male,196,70,35.71,28
2,BLIZNET Olga (MDA),Female,101,70,69.31,29
3,URIKOVA Monika (SVK),Female,190,70,36.84,25
4,LENNON Emmanuelle (FRA),Female,122,70,57.38,37
5,EISE Lilli (GER),Female,109,70,64.22,26
6,XIN Zhaoxu (SGP),Male,115,70,60.87,29
7,ARCE Damian (MEX),Male,115,70,60.87,27
8,DERVINYTE Aiste (LTU),Female,146,70,47.95,25
9,KENZHIGULOV Aidos (KAZ),Male,222,70,31.53,24
10,SIRAJ Shayan (ENG),Male,151,70,46.36,23
11,OMEH Amadi (NGR),Male,107,70,65.42,23
12,MLADIN Paul (ROU),Male,146,70,47.95,25
13,JEHO Himnakulhpuingheta (IND),Male,119,70,58.82,21
14,BAKO Radim (CZE),Male,155,70,45.16,23
15,FRETE Lou (FRA),Female,102,70,68.63,21
16,SASAO Asuka (JPN),Female,105,70,66.67,25
17,ORANTES Diego (ESA),Male,143,70,48.95,23
18,NIE Chulong (AUS),Male,125,70,56.00,17
19,YOUNES Mariam (EGY),Female,114,70,61.40,18
20,HOLD Tobias (AUT),Male,162,70,43.21,18
21,GOEL Prisha (IND),Female,104,70,67.31,15
22,TISCHBERGER Tobias (AUT),Male,165,70,42.42,15
23,RINDERER Jonas (GER),Male,121,70,57.85,14
24,PAWAR Pratha (IND),Female,97,70,72.16,16
0,SHIRIEVA Eleonora (UZB),Female,133,70,52.63,12
1,WANG Jixuan (CHN),Male,83,70,84.34,17
2,BOLLMEIER Nadine (GER),Female,110,69,62.73,43
3,CHRISTOFORAKI Maria (GRE),Female,164,69,42.07,35
4,COELLO Geovanny (ECU),Male,164,69,42.07,46
5,GUFRANOVA Rimma (UZB),Female,147,69,46.94,33
6,HAKANSSON Fredrik (SWE),Male,120,69,57.50,49
7,KLASEK Marek (CZE),Male,116,69,59.48,50
8,AKPAN Cecilia (NGR),Female,134,69,51.49,38
9,TER LUUN Casper (NED),Male,161,69,42.86,34
10,SPICER Catherine (TTO),Female,173,69,39.88,30
11,LUGINGER Melanie (AUT),Female,190,69,36.32,30
12,LE Thi Hong Loan (ITA),Female,217,69,31.80,27
13,LYU Xiang (CHN),Male,91,69,75.82,28
14,DAS Priyadarshini (IND),Female,131,69,52.67,27
15,CHEN Yen-Hsin (TPE),Female,157,69,43.95,27
16,DUTTA Moumita (IND),Female,128,69,53.91,25
17,JAKELIC Jakov (CRO),Male,163,69,42.33,23
18,HENNIG Sven (GER),Male,116,69,59.48,23
19,VUHKA Maksim (EST),Male,157,69,43.95,24
20,ELNAGHI Rouaa (EGY),Female,123,69,56.10,20
21,WANG Guan-Ru (TPE),Male,101,69,68.32,21
22,ARANEDA Fernanda (CHI),Female,119,69,57.98,19
23,MADESIS Alexandros (GRE),Male,143,69,48.25,19
24,AQUIJE Natzumi (PER),Female,122,69,56.56,16
0,PASTORE Ivan (PAR),Male,157,69,43.95,18
1,VASYLENKO Veronika (UKR),Female,136,69,50.74,16
2,CUESDEAN Rares (ROU),Male,102,69,67.65,17
3,SOIPHUANG Nimit (THA),Male,124,69,55.65,14
4,TANG Yiren (CHN),Male,96,69,71.88,15
5,HABESOHN Mathias (AUT),Male,156,68,43.59,40
6,RICHMOND Melveen (PYF),Female,98,68,69.39,36
7,KAN Yo (JPN),Male,100,68,68.00,46
8,LINGEVELDT Kurt (RSA),Male,133,68,51.13,33
9,LI Peter (USA),Male,124,68,54.84,32
10,KIM Minhee (YOB=1991) (KOR),Female,115,68,59.13,33
11,DURAZNO Sandra (ECU),Female,133,68,51.13,29
12,MYLLARINEN Markus (FIN),Male,205,68,33.17,28
13,OU Jonathan (USA),Male,138,68,49.28,27
14,DURMAZ Huseyin (TUR),Male,126,68,53.97,30
15,LAMBIET Romain (BEL),Male,148,68,45.95,27
16,CHENG Zhiying (NZL),Female,131,68,51.91,24
17,GALUS Katarzyna (POL),Female,138,68,49.28,27
18,CHERNY Federico (ARG),Male,133,68,51.13,26
19,CAYMEL Claudia (ESP),Female,140,68,48.57,26
20,ZHOU Benita (CAN),Female,140,68,48.57,21
21,MIHAILOVIC Nikola (BIH),Male,157,68,43.31,23
22,TEREZKOVA Jana (SVK),Female,194,68,35.05,23
23,RADOI Marius (ROU),Male,152,68,44.74,24
24,DIKO Dalibor (SVK),Male,168,68,40.48,22
0,CHOY Chun Kit (HKG),Male,145,68,46.90,21
1,LYNE Karen (MAS),Female,142,68,47.89,22
2,WANG Chenxi (AZE),Male,102,68,66.67,24
3,KLEMPEREROVA Anna (CZE),Female,177,68,38.42,22
4,BOROVEC Bruna (CRO),Female,190,68,35.79,19
5,DURSUN Ugurcan (TUR),Male,118,68,57.63,18
6,VIDAKOVIC Marla (CRO),Female,142,68,47.89,18
7,COTON Adrien (FRA),Male,106,68,64.15,19
8,GILLES Sohan (FRA),Male,105,68,64.76,19
9,VILLAVICENCIO Boris (ECU),Male,96,68,70.83,13
10,HOLUBCIK Jakub (SVK),Male,133,68,51.13,16
11,TESSIER Noah (FRA),Male,105,68,64.76,13
12,WALTER Anna (GER),Female,110,68,61.82,14
13,KIM Haneul (KOR),Female,106,68,64.15,16
14,HASSAN Sara (EGY),Female,143,67,46.85,36
15,ERICSON Gustaf (SWE),Male,111,67,60.36,37
16,GOLOTA Marta (POL),Female,133,67,50.38,36
17,KWAK Bangbang (KOR),Female,103,67,65.05,45
18,SERETTI Damiano (ITA),Male,143,67,46.85,30
19,WISNIEWSKI Tomasz (POL),Male,123,67,54.47,31
20,TORNKVIST Andreas (SWE),Male,109,67,61.47,35
21,GAUTHIER Cathy (NCL),Female,91,67,73.63,45
22,ZHENG Jiaqi (USA),Female,103,67,65.05,37
23,GARCIA Danny (ECU),Male,153,67,43.79,26
24,BAYONA Lucas (ARG),Male,120,67,55.83,30
0,FU Shirley (CAN),Female,123,67,54.47,29
1,DABOUS Ahmed (EGY),Male,107,67,62.62,28
2,KIM Seoyeon (KOR),Female,100,67,67.00,29
3,FENG Benny (SWE),Male,112,67,59.82,29
4,KIM Doyub (KOR),Male,116,67,57.76,28
5,RAHMOU Abdelrahman (EGY),Male,106,67,63.21,27
6,EVANS Callum (WAL),Male,142,67,47.18,26
7,KOLA Nanapat (THA),Female,132,67,50.76,23
8,TONGHIOIU Stefan (ROU),Male,139,67,48.20,24
9,CISNEROS Alessandra (PER),Female,148,67,45.27,22
10,OPEKA Lara (SLO),Female,174,67,38.51,23
11,ZAZA Hend (SYR),Female,106,67,63.21,16
12,KONG Tsz Lam (HKG),Female,127,67,52.76,20
13,JETHA Sienna (ENG),Female,159,67,42.14,15
14,MENENDEZ Maybelline (ECU),Female,121,67,55.37,17
15,LAW Sum Yee (HKG),Female,118,67,56.78,17
16,VILA Ramon (DOM),Male,119,67,56.30,18
17,ANCHUNDIA Keimy (ECU),Female,142,67,47.18,18
18,BARREDA Eloisa (ESP),Female,113,67,59.29,13
19,IWAMOTO Vitor (BRA),Male,89,67,75.28,17
20,LAM Eva (FRA),Female,100,67,67.00,14
21,OKAMOTO Tsubasa (JPN),Male,97,67,69.07,15
22,KARLSSON Peter (SWE),Male,109,66,60.55,55
23,KASABOVA Asya (BUL),Female,133,66,49.62,49
24,MISIKONYTE Lina (LTU),Female,124,66,53.23,37
0,NEGRISOLI Laura (ITA),Female,131,66,50.38,50
1,ST LOUIS Dexter (TTO),Male,96,66,68.75,57
2,ALEXANDROV Teodor (BUL),Male,158,66,41.77,32
3,AL-DHUBHANI Muneer (YEM),Male,121,66,54.55,29
4,BLASKOVA Dagmar (CZE),Female,123,66,53.66,31
5,HWANG Jina (KOR),Female,104,66,63.46,33
6,GATS Yuliya (KAZ),Female,151,66,43.71,30
7,PATEL Aashay (USA),Male,122,66,54.10,28
8,YEUNG Klement (CAN),Male,159,66,41.51,28
9,SCHEJA Dominik (GER),Male,134,66,49.25,28
10,ROY Krittwika (IND),Female,135,66,48.89,31
11,LISSOVENKO Anita (EST),Female,141,66,46.81,27
12,PETRIC Ivona (MNE),Female,180,66,36.67,24
13,SANTEK Leona (CRO),Female,167,66,39.52,25
14,BERNER Sondre (NOR),Male,151,66,43.71,25
15,LINDSO Daniel (SWE),Male,142,66,46.48,22
16,SAFAEI Shima (IRI),Female,130,66,50.77,21
17,SPAGNOLO Daniele (ITA),Male,128,66,51.56,18
18,ZIJADIC Benjamin (BIH),Male,141,66,46.81,17
19,GIMENO Irina (ESP),Female,130,66,50.77,15
20,ANAND Shriya (IND),Female,111,66,59.46,17
21,ESSID Amir (TUN),Male,139,66,47.48,14
22,HEDBLAD Sigge (SWE),Male,127,66,51.97,16
23,NURMATOVA Marziyya (AZE),Female,127,66,51.97,16
24,CASTELLANO Natalia (CHI),Female,147,65,44.22,35
0,HUGH Adam (USA),Male,123,65,52.85,37
1,PINO Jonathan (VEN),Male,131,65,49.62,38
2,POHAR Martina (SLO),Female,127,65,51.18,43
3,DE VRIES Boris (NED),Male,141,65,46.10,33
4,SAKAI Haruka (JPN),Female,114,65,57.02,33
5,SATO Yui (JPN),Female,107,65,60.75,30
6,HICKS Hannah (ENG),Female,148,65,43.92,33
7,DOBREVA Polina (BUL),Female,142,65,45.77,33
8,LI Grant (USA),Male,108,65,60.19,30
9,TENNILA Otto (FIN),Male,154,65,42.21,32
10,MATTHIAS Niklas (GER),Male,113,65,57.52,30
11,DU Anna (AUS),Female,101,65,64.36,30
12,SOUZA Gustavo (BRA),Male,99,65,65.66,33
13,PAVLIK Tibor (CZE),Male,139,65,46.76,29
14,MARCATO Luca (ITA),Male,141,65,46.10,29
15,ZHAO Yan (CHN),Female,82,65,79.27,31
16,ALI Kanate (CIV),Male,148,65,43.92,28
17,NYBERG Jan (FIN),Male,145,65,44.83,27
18,BOURRASSAUD Florian (FRA),Male,116,65,56.03,25
19,FATHY Mahmoud (EGY),Male,89,65,73.03,28
20,SOROUR Yomna (EGY),Female,103,65,63.11,25
21,TEPIC Pero (SRB),Male,131,65,49.62,24
22,MEN Shuohan (NED),Female,107,65,60.75,25
23,YANG Shuo (CHN),Male,74,65,87.84,24
24,ALSUWAILEM Salem (KSA),Male,219,65,29.68,19
0,CHU Yi-Ching (TPE),Female,108,65,60.19,20
1,TSYHANOUSKI Mikhail (AIN),Male,173,65,37.57,23
2,MANI Nithya (IND),Female,121,65,53.72,22
3,HVID Noah (DEN),Male,110,65,59.09,20
4,NOORANI Kef (USA),Male,94,65,69.15,14
5,PASCUI Nicoleta (HUN),Female,140,65,46.43,17
6,SANDONA Quentin (FRA),Male,106,65,61.32,14
7,AL-ZOUBI Rakan (JOR),Male,123,65,52.85,12
8,AHMADZADA Adil (AZE),Male,130,65,50.00,16
9,RAMIREZ Catalina (CHI),Female,84,65,77.38,15
10,CHAIEB Oussama (TUN),Male,126,64,50.79,32
11,KEEN Trinko (NED),Male,118,64,54.24,53
12,SAKO Karin (BRA),Female,138,64,46.38,37
13,ZULUAGA Luisa (COL),Female,127,64,50.39,34
14,ROZINKOVA Daniela (CZE),Female,148,64,43.24,31
15,HE Sirin (TUR),Female,112,64,57.14,35
16,DOSZ Adam (POL),Male,119,64,53.78,28
17,WONG Ho Hin (HKG),Male,152,64,42.11,25
18,LEUNG Tsz Ching Vanness (USA),Female,112,64,57.14,25
19,CHOBEAU Clement (FRA),Male,97,64,65.98,27
20,ECHEVARRIA Sebastian (PUR),Male,162,64,39.51,25
21,HICHRI Samar (TUN),Female,134,64,47.76,22
22,LIGNANDZI Michel (CGO),Male,132,64,48.48,25
23,LYE Jun Wei Bradley (SGP),Male,145,64,44.14,25
24,VONG Hui Ling (NZL),Female,107,64,59.81,23
0,GJELLE Maja Haugen (NOR),Female,137,64,46.72,25
1,SIWIEC Matej (CZE),Male,132,64,48.48,23
2,XU Joyce (CAN),Female,147,64,43.54,22
3,TAN Emily (USA),Female,154,64,41.56,18
4,VIRMANI Parth (IND),Male,99,64,64.65,24
5,CUCHO Adolfo (PER),Male,105,64,60.95,22
6,HUI Wai (HKG),Female,98,64,65.31,21
7,RIERA Jana (ESP),Female,172,64,37.21,21
8,YU Khinhang (AZE),Male,79,64,81.01,23
9,MORAVEK Radim (CZE),Male,131,64,48.85,21
10,LENG Yutong (CHN),Female,83,64,77.11,20
11,WANTZ Gene (LUX),Male,152,64,42.11,18
12,ELBASOUMY Habiba (EGY),Female,109,64,58.72,16
13,MORAVEK Ondrej (CZE),Male,113,64,56.64,14
14,KAHRAMAN Kenan (TUR),Male,93,64,68.82,14
15,CHAKRABORTY Ankolika (IND),Female,75,64,85.33,13
16,LEE Tsz Wai (HKG),Female,97,64,65.98,14
17,BLAS Bryan (PER),Male,136,63,46.32,35
18,CABESTANY Cedrik (FRA),Male,111,63,56.76,46
19,FRANK Robert (AUS),Male,134,63,47.01,35
20,GOLEBIOWSKI Mateusz (POL),Male,119,63,52.94,34
21,HASAMA Nozomi (JPN),Female,92,63,68.48,38
22,MANCINI Eric (BRA),Male,116,63,54.31,35
23,MUJICA Henry (VEN),Male,115,63,54.78,46
24,PAUKOVIC Sanja (CRO),Female,99,63,63.64,37
0,ROJAS Karen (CHI),Female,165,63,38.18,33
1,KANTOLA Roope (FIN),Male,145,63,43.45,33
2,STRUSE Nicole (GER),Female,129,63,48.84,53
3,ABO YAMAN Zaid (JOR),Male,136,63,46.32,31
4,LUND Josefin (SWE),Female,132,63,47.73,32
5,PANNAK Piyaporn (THA),Female,120,63,52.50,29
6,KACZMAREK Agnieszka (POL),Female,124,63,50.81,30
7,MOKHNACHEVA Svetlana (AIN),Female,122,63,51.64,29
8,HAIQAL Muhamad Ashraf (MAS),Male,132,63,47.73,30
9,FRANZEN Alexander (SWE),Male,97,63,64.95,29
10,PARK Young Jun (FIJ),Male,177,63,35.59,26
11,CORDERO Camilo (GUA),Male,186,63,33.87,26
12,AL-HAJAJI Abdulaziz (QAT),Male,169,63,37.28,23
13,CAMPION Camille (FRA),Female,99,63,63.64,26
14,UMBACIA Angie (COL),Female,123,63,51.22,27
15,HU Limei (CHN),Female,77,63,81.82,30
16,ERIKSSON Sofie (FIN),Female,213,63,29.58,25
17,JAMALIFAR Fatemeh (IRI),Female,150,63,42.00,25
18,TAVARES Ruth (ANG),Female,148,63,42.57,27
19,PICARD Claire (FRA),Female,105,63,60.00,23
20,CHANPEN Chetthanabodi (THA),Male,136,63,46.32,21
21,OCSAI Mate (HUN),Male,129,63,48.84,21
22,SANDSTROM Per (SWE),Male,141,63,44.68,26
23,JAGNENKOVA Alina (EST),Female,123,63,51.22,22
24,SIMONSEN Daniel (DEN),Male,113,63,55.75,22
0,UHERIK Kristian (SVK),Male,147,63,42.86,19
1,XU Jessie (CAN),Female,118,63,53.39,17
2,LOPEZ Yadier (PUR),Male,138,63,45.65,18
3,BARCSAI Sophie (HUN),Female,141,63,44.68,16
4,JUCHNAITE Lukrecija (LTU),Female,124,63,50.81,17
5,GONZALEZ Juan (ECU),Male,110,63,57.27,17
6,CHENG Min-Hsiu (TPE),Male,74,63,85.14,14
7,GOLESTANI Parham (IRI),Male,98,63,64.29,14
8,PHONG Tien Nghia (GER),Male,107,63,58.88,13
9,BAKULA Andrea (CRO),Female,130,62,47.69,43
10,BERNER Eric (NOR),Male,176,62,35.23,37
11,CHANG Chenchen (CHN),Female,75,62,82.67,38
12,LASAN Sas (SLO),Male,124,62,50.00,53
13,LATT Katlin (EST),Female,106,62,58.49,40
14,LI Karen (NZL),Female,95,62,65.26,47
15,MALICKI Szymon (POL),Male,109,62,56.88,36
16,PIETKIEWICZ Monika (POL),Female,125,62,49.60,42
17,WALDNER Jan-Ove (SWE),Male,95,62,65.26,59
18,SANTOSO Ficky (INA),Male,115,62,53.91,34
19,MOLARAJABI Alireza (IRI),Male,120,62,51.67,31
20,PANG Celine (FRA),Female,93,62,66.67,30
21,YIN Hang (CHN),Male,87,62,71.26,29
22,KANG Minho (KOR),Male,101,62,61.39,30
23,POUNGSRI Max (THA),Male,114,62,54.39,29
24,QUINLLIN Emely (ECU),Female,115,62,53.91,24
0,LIU Jiabao (CAN),Female,151,62,41.06,27
1,CABALLERO Carlos (ESP),Male,145,62,42.76,27
2,HAJIEI Arman (IRI),Male,123,62,50.41,27
3,FATHY Rinad (EGY),Female,111,62,55.86,24
4,NILSEN Nora (NOR),Female,147,62,42.18,25
5,HUANG Hung-Chou (TPE),Male,135,62,45.93,23
6,MATEJOVSKA Anna (CZE),Female,154,62,40.26,24
7,PYTLIKOVA Tereza (CZE),Female,167,62,37.13,23
8,MELAIKAITE Auguste (LTU),Female,139,62,44.60,22
9,YENN Ho Ching (HKG),Female,111,62,55.86,19
10,PETROV Martin (BUL),Male,166,62,37.35,22
11,PUKK Markkos (EST),Male,122,62,50.82,18
12,ARAYA Daniel (CRC),Male,128,62,48.44,24
13,NARANG Lakshita (IND),Female,105,62,59.05,20
14,SZYMCZAK Julia (POL),Female,108,62,57.41,24
15,VYDRUCHENKO Alina (UKR),Female,120,62,51.67,21
16,LI Yake (CHN),Female,84,62,73.81,22
17,MINURRI Sofia (ITA),Female,141,62,43.97,17
18,GEVERS Per (BEL),Male,137,62,45.26,17
19,HONG YU Tey (MAS),Male,105,62,59.05,15
20,MOSCOSO Camila (ESP),Female,130,62,47.69,17
21,VANISOVA Vanda (SVK),Female,178,62,34.83,16
22,HU Enya (SUI),Female,110,62,56.36,11
23,GUNDOGDU Kuzey (TUR),Male,113,62,54.87,14
24,PINTO Beatriz (POR),Female,122,62,50.82,15
0,STOICA Patricia (ROU),Female,107,62,57.94,14
1,DE SOUSA Flavio (BRA),Male,84,62,73.81,14
2,KASHYAP Stuti (ANT),Female,95,62,65.26,15
3,YEUNG Yee Lam (HKG),Female,87,62,71.26,12
4,ZHU Qihui (CHN),Female,70,62,88.57,13
5,BAK Natalia (POL),Female,123,61,49.59,36
6,DAUBNEROVA Andrea (SVK),Female,119,61,51.26,33
7,DIAZ Luis (VEN),Male,134,61,45.52,38
8,FETH Stefan (GER),Male,100,61,61.00,45
9,ILLAS Erik (SVK),Male,115,61,53.04,45
10,LEVIS Bruno (CHI),Male,115,61,53.04,36
11,RODRIGUEZ Alejandro (CHI),Male,127,61,48.03,46
12,SILVA Diogo (POR),Male,108,61,56.48,33
13,TASEI Mikie (JPN),Female,108,61,56.48,45
14,RYABOVA Tatiana (AIN),Female,102,61,59.80,32
15,SCHMIDL Christoph (GER),Male,111,61,54.95,32
16,NICOLLE Dorian (FRA),Male,107,61,57.01,30
17,NASSER Galila (EGY),Female,117,61,52.14,32
18,COSTEA Adrian (ROU),Male,122,61,50.00,28
19,BAYEVA Katsiaryna (AIN),Female,150,61,40.67,28
20,DUGIEL Adrian (POL),Male,126,61,48.41,27
21,XIA Max (CAN),Male,113,61,53.98,29
22,HAGBERG Johan (SWE),Male,112,61,54.46,30
23,GUO Betty (CAN),Female,134,61,45.52,27
24,ANDRE Elizandro (ANG),Male,142,61,42.96,28
0,GHOSH Arjun (IND),Male,112,61,54.46,28
1,SANABRIA Paola (PUR),Female,102,61,59.80,25
2,SANTUR Kelly (PER),Female,119,61,51.26,24
3,YOU Sowon (KOR),Female,99,61,61.62,25
4,RAMSDEN Alexander (ENG),Male,102,61,59.80,24
5,STEIF Noah (FIN),Male,152,61,40.13,22
6,MOKREJS Jan (CZE),Male,129,61,47.29,23
7,HAM Yu Song (PRK),Male,108,61,56.48,26
8,HRABICOVA Klara (CZE),Female,161,61,37.89,21
9,ABARAVICIUTE Laura (LTU),Female,114,61,53.51,21
10,KALVATN Christine (NOR),Female,129,61,47.29,19
11,DAROVCOVA Nina (SVK),Female,148,61,41.22,17
12,SAIDI Ela (TUN),Female,108,61,56.48,14
13,SILCOCK Hannah (JEY),Female,137,61,44.53,17
14,SLIWKA Zofia (POL),Female,110,61,55.45,17
15,FEGYVER Zsofia (HUN),Female,94,61,64.89,13
16,BONNETERRE Malichanh (FRA),Female,107,61,57.01,16
17,RADONJIC Stefan (MNE),Male,136,61,44.85,16
18,KUHL Samuel (GER),Male,114,61,53.51,15
19,ELHAKIM Khadeeja (EGY),Female,120,61,50.83,14
20,YU Tianer (ENG),Female,111,61,54.95,17
21,GOUDJIL Aylan (ALG),Male,112,61,54.46,14
22,SZYMCZAK Wojciech (POL),Male,108,61,56.48,16
23,SHINTANI Rio (JPN),Female,80,61,76.25,15
24,MURAMATSU Cocona (JPN),Female,71,61,85.92,12
0,CSABA Bence (CAN),Male,125,60,48.00,40
1,EZZEDDINE Ruaida (VEN),Female,129,60,46.51,35
2,KONISHI An (JPN),Female,109,60,55.05,44
3,MENDES Enio (POR),Male,121,60,49.59,40
4,SHMYREV Maxim (AIN),Male,99,60,60.61,53
5,MADLALA Khanyisile (RSA),Female,138,60,43.48,32
6,HANSEN Sven (LUX),Male,168,60,35.71,32
7,ALVAREZ Moises (ESP),Male,119,60,50.42,31
8,KARAS David (SVK),Male,120,60,50.00,32
9,KIM Olga (UZB),Female,126,60,47.62,30
10,LUPERDI Juan (PER),Male,139,60,43.17,31
11,TROTTI Francesca (ITA),Female,114,60,52.63,27
12,VAN ACKER Florence (BEL),Female,142,60,42.25,28
13,RIVERA Dulce (GUA),Female,139,60,43.17,26
14,NICOLAS Holly (AUS),Female,111,60,54.05,25
15,MARKOVIC Snezana (BIH),Female,140,60,42.86,24
16,LIANG Jishan (USA),Male,101,60,59.41,33
17,TOWNSEND Danni Elle (AUS),Female,127,60,47.24,21
18,DAMIANIS Efstratios (GRE),Male,117,60,51.28,26
19,TAHA Eman (EGY),Female,113,60,53.10,23
20,ZHAO Yanglun (NZL),Male,96,60,62.50,24
21,LI Ted (USA),Male,103,60,58.25,19
22,SHADRINA Daria (AIN),Female,105,60,57.14,25
23,TSUTSUI Yuki (GER),Female,118,60,50.85,24
24,VELARDE Matias (ARG),Male,103,60,58.25,23
0,CAO Wei (CHN),Male,85,60,70.59,25
1,LOLI Jhon (PER),Male,107,60,56.07,24
2,PAU Yik Man (HKG),Male,135,60,44.44,22
3,SIVASANKAR Yashini (IND),Female,88,60,68.18,25
4,PYON Song Gyong (PRK),Female,93,60,64.52,23
5,CHEN Xingtai (AZE),Female,86,60,69.77,23
6,KAUR Parleen (AUS),Female,125,60,48.00,22
7,PEREZ Juan (ESP),Male,116,60,51.72,22
8,BERBEN Barry (NED),Male,123,60,48.78,21
9,TEREKHOVA Zlata (AIN),Female,98,60,61.22,16
10,TEGLAS Andrea (ROU),Female,129,60,46.51,19
11,MARTIN Simeon (CAN),Male,125,60,48.00,19
12,MALDONADO Karolayn (ECU),Female,81,60,74.07,14
13,MAJI Sayanika (IND),Female,89,60,67.42,16
14,MATSUSHIMA Miku (JPN),Female,69,60,86.96,11
15,CHEN Yi-Teng (TPE),Male,82,60,73.17,18
16,DEY Jeremy (NCL),Male,126,59,46.83,37
17,OLIVEIRA Leila (POR),Female,157,59,37.58,35
18,SAHA Sourav (IND),Male,131,59,45.04,31
19,URIBE Salvador (MEX),Male,154,59,38.31,34
20,MARTINEZ Jeison (CRC),Male,164,59,35.98,32
21,FIGEL Jakub (SVK),Male,111,59,53.15,32
22,KIRILLOV Nikita (AIN),Male,102,59,57.84,31
23,BEOVIDES Natalia (CHI),Female,136,59,43.38,29
24,ELERAKY Reem (EGY),Female,110,59,53.64,29
0,MAHAURI Insana (LAT),Female,141,59,41.84,26
1,CHOE Il (PRK),Male,102,59,57.84,31
2,CHU Isabel (USA),Female,114,59,51.75,27
3,WONG Chung Wan (HKG),Female,157,59,37.58,29
4,POLAKOF Alen (URU),Male,144,59,40.97,28
5,FREDRIKSSON Viktor (SWE),Male,95,59,62.11,32
6,ZIMARIN Artem (AIN),Male,104,59,56.73,26
7,KOEFOED Nicoline (DEN),Female,185,59,31.89,26
8,SIM Hyunju (KOR),Female,92,59,64.13,25
9,WU Yi-Hua (TPE),Female,123,59,47.97,25
10,YUAN Yuan (CHN),Female,89,59,66.29,24
11,ALAJAEBI Habeb (LBA),Male,145,59,40.69,22
12,PANDE Siddhesh (IND),Male,125,59,47.20,27
13,BHANJA Ronit (IND),Male,112,59,52.68,27
14,KIRTANI Tanisi (IND),Female,108,59,54.63,22
15,GASPAR Romain (BEL),Male,125,59,47.20,25
16,TOMA Darius (ROU),Male,126,59,46.83,23
17,PAREDES Jeremias (CHI),Male,117,59,50.43,21
18,PATIL Manushree (IND),Female,117,59,50.43,24
19,JUNG Seongwon (KOR),Male,95,59,62.11,22
20,MONTECINO Macarena (CHI),Female,132,59,44.70,21
21,ELSISY Mohamed (EGY),Male,139,59,42.45,17
22,TAYAPITAK Wirakarn (THA),Female,103,59,57.28,18
23,CUX Jenny (GUA),Female,111,59,53.15,18
24,YUNCHYK Valentyn (UKR),Male,101,59,58.42,21
0,BUDDHADASA Sanaya (AUS),Female,119,59,49.58,19
1,JALLI Sarah (USA),Female,91,59,64.84,19
2,CHERKES Ruslan (AIN),Male,92,59,64.13,21
3,MOLTARA Enya (SLO),Female,169,59,34.91,18
4,VEGA Sofia (CHI),Female,97,59,60.82,20
5,UESAWA Anne (JPN),Female,89,59,66.29,18
6,REBIC Zrinka (CRO),Female,174,59,33.91,18
7,LACHENMAYER Lea (GER),Female,99,59,59.60,20
8,ALMOR Uri (ISR),Male,120,59,49.17,17
9,REVELO Cesar (ECU),Male,96,59,61.46,16
10,LE Nguyen (AUS),Female,101,59,58.42,17
11,THIOFILO Vitor (BRA),Male,69,59,85.51,13
12,AKHLAGHPASAND Mohammadreza (USA),Male,128,58,45.31,46
13,KASAHARA Hiromitsu (JPN),Male,89,58,65.17,35
14,HOU Yingchao (CAN),Male,77,58,75.32,44
15,LIU Guozheng (CHN),Male,78,58,74.36,45
16,MATSUSHITA Koji (JPN),Male,101,58,57.43,57
17,MATZKE Laura (GER),Female,103,58,56.31,36
18,PEREK Jakub (POL),Male,96,58,60.42,38
19,MIUCHI Kentaro (JPN),Male,75,58,77.33,35
20,MAPHANGA Zodwa (RSA),Female,125,58,46.40,34
21,LIU Yu-Hsin (TPE),Female,131,58,44.27,32
22,GOLUBEVA Anastasiya (AIN),Female,93,58,62.37,32
23,GIVAN Ashley (IRL),Female,142,58,40.85,29
24,QWEA Stephanie (VAN),Female,113,58,51.33,30
0,ARINOBU Taimu (JPN),Male,81,58,71.60,30
1,KATIC Ivor (SRB),Male,152,58,38.16,28
2,JIMENEZ Ricardo (PUR),Male,119,58,48.74,29
3,WAERSTAD Marcus (NOR),Male,167,58,34.73,29
4,FOLWARSKI Jakub (POL),Male,118,58,49.15,28
5,WIECEK Adrian (POL),Male,114,58,50.88,29
6,RANASINGHA Imesh (USA),Male,140,58,41.43,26
7,BIERDRAGER Melanie (NED),Female,119,58,48.74,27
8,DELA PENA Alfred (NZL),Male,127,58,45.67,25
9,PRINTZ Alexander (SWE),Male,119,58,48.74,23
10,TODOROV Stefan (BUL),Male,132,58,43.94,25
11,GUO Yuhan (CHN),Female,71,58,81.69,25
12,KIM Nam Hae (PRK),Female,82,58,70.73,29
13,FUENTES Leandro (ARG),Male,122,58,47.54,24
14,VETVIK Finn (NOR),Male,105,58,55.24,24
15,KOUCHLY Guy (ISR),Male,86,58,67.44,25
